V1
                                                                                                                                                              REPUBLIC OF MADAGASCAR
""
""
""
""
"                         Table 4. Madagascar: Fiscal Operations of the Central Government, 2016-23"
                                                                                                (Percent of GDP)
""
                                                                              2016                2017                     2018                       2019                 2020       2021       2022         2023
                                                                           Prel. Est.        EBS Prel. Est.           EBS       Proj.            EBS       Proj.                        Projections
                                                                                            17/110                   17/110                     17/110
""
Total revenue and grants                                                           14.7          15.0       14.7          15.1        15.7          15.0        15.3          14.4        14.8        15.0           15.3
Total revenue                                                                      11.2          11.7       11.8          12.1        12.2          12.3        12.5          13.0        13.4        13.6           13.9
   Tax revenue ¹                                                                   10.9          11.4       11.5          11.9        12.0          12.1        12.3          12.8        13.2        13.4           13.7
     Domestic taxes                                                                 5.7           5.9        5.8           6.3         6.4           6.8         6.8           7.4         7.9         8.4            8.9
     Taxes on international trade and transactions                                  5.2           5.5        5.6           5.6         5.7           5.3         5.5           5.4         5.2         5.1            4.8
   Non-tax revenue                                                                  0.3           0.3        0.3           0.2         0.2           0.2         0.2           0.2         0.2         0.2            0.2
 Grants                                                                             3.5           3.3        2.9           3.0         3.4           2.7         2.7           1.4         1.4         1.4            1.4
   Current grants                                                                   0.7           0.9        0.8           0.9         1.3           0.4         0.6           0.0         0.0         0.0            0.0
   Capital grants                                                                   2.8           2.3        2.1           2.1         2.1           2.3         2.2           1.4         1.4         1.4            1.4
""
""
Total expenditure and lending minus repayments                                     16.0          18.5       17.1          18.0        18.0          20.1        19.6          19.8        20.0        19.8           19.5
   of which: Social priority spending                                               0.8           1.0        1.0           1.1         1.1           1.3         1.3           1.6         1.9         1.9            2.1
 Current expenditure                                                               10.8          12.2       11.7           9.9        10.7           9.6         9.8          10.0        10.1        10.2           10.5
     Wages and salaries                                                             5.6           5.8        5.8           5.7         5.8           5.4         5.7           5.7         5.7         5.7            5.7
     Interest payments                                                              0.9           0.8        0.8           1.0         0.9           1.0         0.8           0.9         1.0         1.0            1.1
       Foreign                                                                      0.2           0.2        0.2           0.3         0.3           0.3         0.2           0.3         0.4         0.5            0.6
       Domestic                                                                     0.7           0.6        0.6           0.7         0.6           0.7         0.6           0.6         0.6         0.5            0.5
     Other                                                                          3.7           4.9        4.9           3.2         3.6           3.0         3.2           3.2         3.3         3.3            3.6
       Goods and services                                                           0.6           0.8        0.8           0.9         0.9           1.0         1.0           1.1         1.2         1.3            1.5
       Transfers and Subsidies                                                      3.1           4.1        4.1           2.2         2.6           2.0         2.2           2.1         2.1         2.0            2.1
       of which: Air Madagascar                                                     0.0           0.8        0.8           0.0         0.0           0.0         0.0           0.0         0.0         0.0            0.0
       of which: JIRAMA                                                             0.9           1.3        1.2           0.5         0.8           0.3         0.4           0.2         0.1         0.0            0.0
     Treasury operations (net) ¹                                                    0.6           0.6        0.2           0.1         0.4           0.2         0.1           0.2         0.2         0.2            0.2
