V1
TURKEY
""
""
"                                               Table 4. Turkey: Public Sector Finances, 2017–24"
                                                               (Percent of GDP)
                                                                                         2017       2018       2019      2020       2021           2022     2023     2024
""
                                                                                                                                           Proj.
""
     Nonfinancial public sector primary balance                                              -0.8      -2.3       -3.4      -2.4       -2.3          -2.3     -2.2     -2.1
""
       Central government                                                                    -0.5      -1.5       -3.0      -2.0       -2.0          -2.0     -2.0     -1.9
""
         Primary revenue                                                                     19.4      18.9       17.8      18.3      18.3           18.3     18.4     18.4
           Tax revenue                                                                       17.3      16.7       15.6      16.1      16.1           16.1     16.2     16.2
             Personal income taxes                                                            3.6       3.7        3.7       3.7       3.7            3.7      3.7      3.7
             Corporate income taxes                                                           1.7       2.1        1.9       1.9       1.9            1.9      1.9      1.9
             VAT                                                                              5.0       4.8        4.1       4.4       4.4            4.4      4.4      4.5
             Special consumption tax                                                          4.4       3.6        3.4       3.6       3.7            3.7      3.7      3.7
             Other                                                                            2.5       2.5        2.4       2.4       2.4            2.4      2.4      2.4
           Nontax revenue 1/                                                                  2.1       2.2        2.2       2.2       2.2            2.2      2.2      2.2
""
"         Primary expenditure, of which:                                                      19.8      20.4       20.8      20.3      20.3           20.3     20.3     20.3"
           Personnel                                                                          6.1       6.3        6.9       6.9       6.9            6.9      6.9      6.9
           Goods and services                                                                 2.0       1.9        1.6       1.6       1.6            1.6      1.6      1.6
"           Current transfers, of which :                                                      8.6       8.8        9.4       9.1       9.1            9.1      9.1      9.1"
             Social security institutions                                                     4.1       4.1        4.4       4.4       4.4            4.4      4.4      4.4
             Agricultural subsidies                                                           0.4       0.4        0.4       0.4       0.4            0.4      0.4      0.4
             Transfers of revenue shares                                                      2.3       2.6        2.3       2.3       2.3            2.3      2.3      2.3
           Capital transfers                                                                  0.4       0.4        0.4       0.4       0.4            0.4      0.4      0.4
           Capital expenditure                                                                2.3       2.4        2.1       1.9       1.9            1.9      1.9      1.9
           Net lending                                                                        0.4       0.6        0.4       0.4       0.4            0.4      0.4      0.4
""
       Rest of the public sector                                                             -0.4      -0.8       -0.4      -0.4       -0.3          -0.3     -0.3     -0.2
         Extrabudgetary funds                                                                -0.1      -0.1       -0.1      -0.1       -0.1           0.0      0.0      0.0
         Revolving funds                                                                      0.0      -0.1        0.0       0.0        0.0           0.0      0.0      0.0
         Social security institutions                                                         0.0       0.1        0.0       0.0        0.0           0.0      0.0      0.0
         Unemployment insurance fund                                                          0.1      -0.1       -0.3      -0.1       -0.1          -0.1     -0.1     -0.1
         Local governments                                                                   -0.4      -0.5        0.0       0.0        0.0           0.0      0.0      0.0
         State owned enterprises                                                              0.0      -0.1       -0.2      -0.1       -0.1          -0.1     -0.1     -0.1
""
     Nonfinancial public sector overall balance 1/                                           -2.2      -3.8       -5.2      -4.9       -5.3          -5.3     -5.3     -5.2
      Interest expenditure (net)                                                              1.4       1.5        1.8       2.5        3.0           3.0      3.1      3.1
""
     Memorandum items:
      Revenues excluded from IMF 'program definition'                                         0.8       1.6        2.5       1.0        0.8           0.8      0.8      0.8
      Central government primary balance (headline) 2/                                        0.3       0.0       -0.5      -1.0       -1.2          -1.2     -1.2     -1.1
      Central government overall balance (headline) 2/                                       -1.5      -2.0       -2.9      -3.9       -4.5          -4.5     -4.5     -4.4
       Central government cyclically-adjusted primary balance (headline) 2/3/                -0.2      -0.4       -1.7      -0.8       -1.1          -1.1     -1.1     -1.1
       Central government cyclically-adjusted overall balance (headline) 2/3/                -2.0      -2.4       -4.1      -3.7       -4.4          -4.4     -4.5     -4.4
       General government primary balance (headline) 2/                                       0.1      -0.3       -0.4      -0.9       -1.1          -1.1     -1.1     -1.1
       General government overall balance (headline) 2/                                      -1.8      -2.4       -3.0      -3.9       -4.6          -4.6     -4.6     -4.5
       General government cyclically-adjusted primary balance (headline) 2/3/                -0.4      -0.8       -1.6      -0.7       -1.0          -1.0     -1.0     -1.0
       General government cyclically-adjusted overall balance (headline) 2/3/                -2.3      -2.9       -4.1      -3.7       -4.4          -4.5     -4.5     -4.5
       General government structural primary balance 4/                                      -1.6      -2.5       -2.9      -1.9       -1.8          -1.7     -1.8     -1.8
       General government structural overall balance 4/                                      -3.0      -4.0       -4.7      -4.3       -4.7          -4.8     -4.8     -4.8
       General government gross debt                                                         28.2      30.1       32.2      33.1      34.1           35.4     36.6     37.3
""
     Sources: Turkish authorities; and IMF staff estimates and projections.
"     1/ IMF program definition which excludes several items from non-tax revenue and the primary balance, including privatization proceeds, transfers from CBRT, dividend"
     payments from Ziraat Bank and interest receipts .
     2/ Headline or authorities' definition which includes items excluded from the IMF 'program' definition.
     3/ The cyclically-adjusted balance adjusts for the economic cycle and excludes one-off CBRT revenues.
     4/ The structural primary balance adjusts for the economic cycle and excludes items from revenue that staff assess as 'one-off' or financing items.
""
""
""
""
42    INTERNATIONAL MONETARY FUND
