V1
KENYA
""
""
""
                      Table 2b. Kenya: Central Government Financial Operations 2020/21-2024/25 1
                                                                                                      (Percent of GDP)
""
                                                                           2020/21                     2021/22                                 2022/23                              2023/24                           2024/25
                                                                                         Supplementary
                                                                            Actual                         2nd Rev.     Proj.       2nd Rev.     Proj.   Budget /3       2nd Rev.    Proj.      BPS        2nd Rev.     Proj.     BPS
                                                                                           budget 2
""
Revenues and grants                                                          16.0              17.5           16.8      17.5         17.3        17.2       17.2          18.2       17.7       18.0         18.2       17.9      18.1
""
    Revenue                                                                  15.7              17.0           16.3      17.0         16.9        17.0       17.0          17.9       17.4       17.7         17.9       17.6      17.8
     Tax revenue (including unidentified tax measures)                       12.6              13.4           13.2      13.4         14.4        14.0       14.0          15.3       14.8       15.0         15.4       14.9      15.0
      Income tax                                                              6.1               6.5            6.4       6.5          6.6         6.9        6.9           6.6        6.5        7.4          6.7        6.5       7.3
          Personal income                                                     3.2               3.5            3.4       3.5          3.5         3.5        3.5           3.5        3.4        3.8          3.5        3.4       3.8
         Corporate income                                                     2.9               3.0            3.0       3.0          3.1         3.3        3.3           3.1        3.0        3.6          3.2        3.1       3.5
      Import duty (net)                                                       1.0               0.9            0.9       0.9          1.0         1.0        1.0           1.0        1.1        1.1          1.0        1.1       1.0
      Excise duty                                                             1.9               2.0            2.1       2.0          2.0         2.1        2.1           2.0        2.2        2.2          2.0        2.1       2.2
      Value-added tax                                                         3.6               4.0            3.8       4.0          4.0         4.0        4.0           4.1        4.2        4.3          4.1        4.2       4.5
         Domestic                                                             1.7               1.9            1.8       1.9          2.0         2.1        2.1           2.0        2.0        2.2          2.0        2.0       2.1
         Imports                                                              1.9               2.1            2.0       2.1          2.1         1.9        1.9           2.1        2.2        2.1          2.1        2.2       2.4
     Nontax revenue                                                           3.1               3.7            3.1       3.7          2.5         3.0        3.0           2.6        2.7        2.7          2.5        2.7       2.8
      Investment income                                                       0.4               0.3            0.2       0.3          0.2         0.2        0.2           0.2        0.2        0.2          0.2        0.2       0.2
