V1
                                                                                                                                GREECE
""
""
"                    Table 3. Greece: General Government Operations, 2018–25   "
""
                                               2018       2019      2020       2021        2022          2023   2024    2025
""
                                                                                           Projections
""
                                                                            (Billions of euros)
""
Revenue                                         88.3        87.7     80.3       89.1        94.5         97.4    99.1   100.8
  Indirect taxes                                31.3        31.8     27.9       30.6        31.4         32.4    32.8    33.7
  Direct taxes                                  18.6        17.8     15.4       16.2        18.6         19.7    20.4    21.1
  Social contributions                          26.3        26.7     24.1       25.6        27.3         27.8    28.8    29.8
  Other current revenue                          4.1         3.4      5.1        3.5         3.9          3.9     3.5     3.7
  Sales                                          5.3         4.8      5.2        5.3         5.6          5.6     5.8     6.0
  Capital revenue                                2.7         3.1      2.7        7.9         7.7          8.0     7.8     6.5
""
Primary expenditure                             80.6        81.1     91.7       91.5        90.8         93.8    95.6    97.4
  Social benefits                               38.3        38.9     40.7       40.2        40.1         40.8    41.3    41.8
  Subsidies                                      1.6         2.0      2.0        1.9         1.9          1.9     1.7     1.7
  Other current expenditure                      3.4         3.0     10.4        5.3         3.7          4.3     4.5     4.7
  Compensation of employees                     21.7        21.9     22.5       23.2        23.6         24.4    25.3    26.2
  Intermediate consumption                       8.4         8.3      9.0        9.5         9.7         10.3    10.4    10.4
  Investment                                     4.3         4.2      4.8        9.2         9.4          9.5    10.0    10.2
  Capital transfers payable                      2.9         2.7      2.3        2.2         2.3          2.5     2.3     2.3
""
Primary balance                                   7.7        6.6    -11.4       -2.4         3.7          3.6     3.5     3.4
   Cash basis                                     6.1        6.4    -15.3       -3.8         2.0          2.9     3.4     3.4
Interest 2/                                       6.1        5.5      5.1        5.3         5.5          5.8     6.0     6.3
Overall balance                                   1.6        1.1    -16.5       -7.7        -1.8         -2.1    -2.4    -2.9
""
Gross debt 3/                                  341.3      339.1     350.2      357.0       356.3     352.0      351.7   353.8
""
                                                                             (Percent of GDP)
""
Total primary revenue                           47.8        46.8     47.7       49.7        49.5         48.6    47.6    46.7
  Indirect taxes                                17.0        17.0     16.6       17.0        16.5         16.2    15.7    15.6
  Direct taxes                                  10.1         9.5      9.2        9.1         9.7          9.8     9.8     9.8
  Social contributions                          14.2        14.3     14.3       14.3        14.3         13.9    13.8    13.8
  Other current revenue                          2.2         1.8      3.0        1.9         2.0          1.9     1.7     1.7
  Sales                                          2.9         2.6      3.1        3.0         2.9          2.8     2.8     2.8
  Capital revenue                                1.5         1.6      1.6        4.4         4.0          4.0     3.7     3.0
""
Total primary expenditure                       43.6        43.3     54.5       51.0        47.5         46.8    45.9    45.1
  Social benefits                               20.7        20.7     24.2       22.4        21.0         20.4    19.8    19.4
  Subsidies                                      0.8         1.1      1.2        1.1         1.0          1.0     0.8     0.8
  Other current expenditure                      1.8         1.6      6.2        3.0         1.9          2.1     2.2     2.2
  Compensation of employees                     11.8        11.7     13.4       12.9        12.4         12.2    12.2    12.1
  Intermediate consumption                       4.6         4.4      5.4        5.3         5.1          5.1     5.0     4.8
  Investment                                     2.3         2.2      2.9        5.1         4.9          4.8     4.8     4.7
  Capital transfers payable                      1.6         1.5      1.3        1.2         1.2          1.3     1.1     1.1
""
Primary balance                                   4.2        3.5     -6.8       -1.3         2.0          1.8     1.7     1.6
Interest 2/                                       3.3        2.9      3.0        3.0         2.9          2.9     2.9     2.9
Overall balance                                   0.9        0.6     -9.8       -4.3        -0.9         -1.1    -1.2    -1.3
""
Gross debt 3/                                  184.8      180.9     208.1      199.1       186.6     175.6      168.8   163.9
""
Nominal GDP (billions of euros)                184.7      187.5     168.2      179.3       191.0     200.5      208.4   215.9
""
  Sources: ELSTAT; Ministry of Finance; and IMF staff estimates.
  1/ Based on the primary balance definition outlined in the EU enhanced surveillance framework with Greece.
"  2/ On an accrual basis, inclusive of deferred interest but excluding swaps-related cash flows."
  3/ General government debt includes the stock of deferred interest.
""
""
""
""
                                                                                            INTERNATIONAL MONETARY FUND 31
