V1
                                                                                                                                                                  GHANA
""
""
""
""
"      Table 2a. Ghana: Summary of Budgetary Central Government Operations, 2019–25"
"                           (GFS 2001, Cash Basis, Percent of GDP)"
                                                                              2019          2020          2021          2022          2023          2024          2025
                                                                               Act.         Prel.         Proj.         Proj.         Proj.         Proj.         Proj.
"                                                                                               (In percent of GDP, unless otherwise specified)"
""
Revenue1                                                                          14.0          12.9          14.9          15.0          15.0          15.2          15.3
 Taxes                                                                            12.5          12.0          13.4          13.5          13.7          14.0          14.2
   Direct taxes                                                                    6.3           5.8           6.1           6.1           6.1           6.2           6.0
   Indirect taxes                                                                  4.6           3.9           4.6           4.7           4.9           5.1           5.4
   Trade taxes                                                                     1.5           2.3           2.7           2.7           2.7           2.7           2.7
   Other tax revenues                                                              0.0           0.0           0.0           0.0           0.0           0.0           0.0
 Other revenue                                                                     1.2           0.2           1.0           1.1           1.0           1.1           0.9
 Grants                                                                            0.3           0.6           0.4           0.3           0.3           0.1           0.1
""
Expenditure                                                                       21.2          28.2          28.9          25.4          24.5          24.5          23.4
 Expense                                                                          19.5          25.5          25.5          22.8          22.1          22.5          21.7
   Compensation of employees                                                       6.2           7.3           6.9           6.6           6.2           6.2           6.1
     Wages and salaries                                                            5.5           6.4           5.8           5.7           5.3           5.3           5.3
     Social contributions                                                          0.7           0.9           1.0           1.0           0.9           0.9           0.9
   Purchases of goods and services                                                 1.7           3.3           1.7           1.5           1.4           1.4           1.4
   Interest                                                                        5.5           6.4           8.0           9.1           9.3           9.6           9.4
     Domestic                                                                      4.3           4.8           6.4           7.4           7.4           7.6           7.1
     Foreign                                                                       1.3           1.6           1.7           1.7           1.9           2.0           2.2
   Subsidies and transfers                                                         1.0           2.7           2.7           1.0           1.0           1.0           1.0
   Social transfers                                                                0.0           0.1           0.1           0.1           0.1           0.1           0.1
   Grants to other government units                                                3.2           3.3           4.0           4.1           3.8           3.8           3.6
  Other expenses 2                                                                    1.9           2.5           2.1           0.3           0.2           0.3           0.0
   o/w: financial sector related costs                                                1.7           2.1           1.2           0.0           0.0           0.0           0.0
 Net acquisition of nonfinancial assets                                               1.7           2.6           3.4           2.6           2.4           2.0           1.7
  Domestic financed                                                                   0.7           1.0           1.1           0.3           0.3           0.2           0.2
  Foreign financed                                                                    1.0           1.6           2.3           2.4           2.2           1.8           1.5
""
Overall balance                                                                    -7.3        -15.2         -13.9         -10.5          -9.5          -9.3          -8.1
Overall balance excluding financial and energy sector related costs                -4.6        -11.4         -10.0          -9.5          -8.5          -8.2          -7.0
""
Discrepancy                                                                           0.0           0.0           0.0           0.0           0.0           0.0           0.0
""
Net financial transactions                                                            7.3       15.2          13.9          10.5              9.5        9.3              8.1
 Net acquisition of financial assets                                                  0.1        0.1          -0.1           0.0              0.0       -0.1              0.0
  Currency and deposits                                                               0.0        0.0          -0.1           0.0              0.0       -0.1              0.0
 Net incurrence of liabilities                                                        7.4       15.4          13.9          10.5              9.5        9.2              8.1
  Domestic                                                                            4.2       11.3          10.4           6.8              6.4        5.5              5.9
     Bank of Ghana                                                                    0.0        2.6           0.0           0.0              0.0        0.0              0.0
     Deposit Money Banks                                                              3.2        3.8           3.9           2.6              2.4        2.1              2.2
     Nonbanks                                                                         1.1        4.8           6.4           4.2              4.0        3.4              3.6
  Foreign                                                                             3.2        4.1           3.5           3.7              3.2        3.7              2.2
""
Memorandum items:
  Public debt (gross)                                                              62.9        78.9         83.5        84.9             86.4          87.4          87.0
  Public debt amortization                                                           8.5         9.5        10.4          8.9            13.2          12.6          14.1
  Oil revenue                                                                        1.2         0.8          1.4         1.4              1.2           1.4           1.2
  Proceeds from Energy Sector Levies Act (ESLA)                                      0.5         0.5          0.6         0.7              0.8           0.9           1.0
  Primary balance (excl. discrepancy)                                              -1.7        -8.8          -5.9       -1.4             -0.2            0.3           1.3
  Primary balance excluding energy and financial sector related costs                0.9       -4.1          -2.0       -0.3               0.8           1.4           2.3
"  Nominal GDP (millions of GHc)                                                 356,544     383,486     446,662      510,652          573,143       643,429       722,163"
Sources: Ghanaian authorities; and IMF staff estimates and projections.
1
  Revenues in staff's presentation differ from those of the authorities as the presentation reports net of retentions.
2
  Payments of cash arrears and promissory notes to statutory funds.
""
""
""
""
                                                                                                          INTERNATIONAL MONETARY FUND                                     33
