V1
                                                                                                                                                                TONGA
""
""
""
""
"                          Table 2b. Tonga: Summary of Government Operations, FY2013–19"
                                                                                                                      Estimates   Budget     Projections
""
                                                                 FY2013         FY2014       FY2015        FY2016       FY2017    FY2018    FY2018         FY2019
""
                                                                                     (In percent of GDP)
Total Revenue                                                        33.2          37.7          34.9        40.9          44.5     54.4      53.5           52.6
  Memo: Revenue (excluding grants in-kind)                           25.1          28.8          28.1        30.6          30.5     33.0      32.1           30.3
 Tax revenue                                                         17.4          17.6          19.0        20.4          21.3     24.9      24.0           23.1
  Taxes on income/profits                                             3.9           3.6           4.4         4.0           3.7      3.8       3.8            3.6
  Taxes on property                                                   0.1           0.0           0.0         0.0           0.0      0.1       0.1            0.1
  Taxes on goods and services                                        11.5          12.2          12.5        14.0          14.8     17.3      16.4           16.3
  Taxes on international trade and transactions                       1.9           1.9           2.1         2.2           2.8      3.7       3.7            3.1
  Other taxes                                                         0.0           0.0           0.0         0.1           0.0      0.0       0.0            0.0
 Grants                                                              13.2          17.1          12.4        16.4          19.0     25.3      25.3           25.6
  Current grants (cash)                                               1.6           4.0           1.7         2.7           2.9      3.5       3.5            3.3
  Capital grants (cash)                                               3.5           4.2           3.9         3.4           2.1      0.4       0.4            0.0
  Grants in-kind                                                      8.1           8.9           6.8        10.3          14.0     21.5      21.5           22.3
 Other Revenue                                                        2.6           3.0           3.4         4.1           4.1      4.2       4.2            4.0
""
Total Expenditure                                                    34.5          31.3          37.6        41.3          44.9     55.8      55.8           54.5
  Memo: Expenditure (excluding grants in-kind)                       26.3          22.3          30.8        31.1          30.9     34.3      34.3           32.2
 Expense                                                             26.2          27.8          31.6        32.0          34.1     41.0      41.1           39.7
  Salaries and wages                                                 11.2          11.5          11.6        12.2          13.1     13.7      13.7           13.0
  Employers' social contribution                                      0.9           1.1           3.1         2.1           1.5      1.3       1.3            1.2
  Interest                                                            0.9           0.9           0.9         0.9           0.9      0.8       0.8            0.8
    Of which: External                                                0.7           0.7           0.7         0.7           0.7      0.6       0.7            0.6
   Use of goods and services                                         10.2          10.5          11.4        12.1          13.0     17.3      17.3           19.0
   Subsidies                                                          0.1           0.0           0.0         0.1           0.1      0.1       0.1            0.1
   Grants                                                             0.3            0.4          0.4         0.4           0.4      0.3       0.3            0.2
   Social benefits                                                    1.8            2.0          2.3         2.3           2.3      2.5       2.5            2.4
   Other expense                                                      0.7            1.4          1.8         1.9           2.7      5.2       5.2            2.9
 Transactions in Nonfinancial Assets                                  8.2            3.4          6.0         9.4          10.8     14.8      14.8           14.8
""
Gross Operating Balance                                               7.0            9.9          3.3         8.9          10.4     13.4      12.5           13.0
Overall balance                                                      -1.2            6.4         -2.7         -0.4         -0.4      -1.3      -2.3           -1.9
Primary balance                                                      -0.3            7.3         -1.8         0.5           0.4      -0.5      -1.4           -1.0
Net acquisition of financial assets                                  -0.7            6.0         -1.9         1.8           0.3      1.5       1.5             1.6
External financing (loans)                                            0.4           -0.2         -0.4         0.2           0.3      2.7       3.6             3.5
Domestic financing (debt securities)                                  0.2           -0.1          1.2         2.0           0.5      0.2       0.2            -0.1
Memorandum items:
 Effective import duties rate (percent)                               5%            4%            4%          4%            5%       6%        6%             5%
 Nominal GDP (in millions of T$) 1/                                 779.3         803.7         846.1       889.4         941.8    993.8     993.8         1045.1
 Compensation of employees
    (in percent of domestic revenue)                                 61.0          61.2          65.7        58.4          57.7     51.3      52.9           52.7
    (in percent of current expense)                                  46.3          56.5          48.0        46.0          47.5     43.6      43.5           44.3
 Total external public debt outstanding                              44.0           41.9         45.2        44.0          41.8     42.3      43.2           44.6
Sources: Tongan authorities; and IMF staff estimates.
1/ Nominal GDP for FY2018 based on staff estimates for both Budget and Projections.
""
""
""
""
                                                                                                                     INTERNATIONAL MONETARY FUND                     27
