V1
                                                                                                                                          REPUBLIC OF CONGO
""
"    Table 3b. Republic of Congo: Quarterly Central Government Operations, Flows, 2021–22"
                                  (Billions of CFA francs; cumulative from the beginning of the fiscal year)
""
                                                                                                  2021                                        2022
                                                                                    Q1           Q2             Q3       Q4        Q1       Q2        Q3      Q4n
""
                                                                                  Prel.        Prel.          Proj.    Proj.      Proj.    Proj.     Proj.   Proj.
""
""
Total revenue and grants                                                           287          669           1109     1669       345       781      1261    1847
    Revenue                                                                        287          669           1103     1607       335       762      1233    1809
      Oil revenue                                                                  148          383            662      999       215       473       753    1076
           of which: repayment of oil-prepurchased debt                             21           42             63       83         14       34        54      77
      Non-oil revenue                                                              139          287            440      608       120       289       480     734
         Direct taxes                                                               44           96            154      231         44      105       175     267
         Taxes on goods and services                                                59          127            188      241         50      120       200     305
         Customs Receipts                                                           26           51             81      110         20       48        81     124
         Non-tax revenue                                                             9           13             17       27          6       15        24      38
    Grants                                                                           0            0              6       61          9       19        28      37
""
Expenditure and net lending                                                        351          685           1076     1574       367       786      1225    1649
Current expenditure                                                                320          613           934      1355       298       633       980    1309
        Wages                                                                       82          167            266      370         87      182       280     379
        Other primary current expenditure                                          186          364            569      830       174       377       588     781
           Goods and services                                                       52          119           159       227         48      101       156     190
           Transfers                                                                99          182            329      483       101       224       354     487
"                Social transfers (Lisungi, COVID-19 and other)                       …            0             21           86     25       52        78     104"
                Traditional Transfers                                               75          138            239      275         46      107       176     244
                Transfers paid with crude oil barrels                               24           44             65       83         14       34        54      77
                Local Government                                                     0            0              3       14          9       18        27      37
             Elections                                                               0            0              0       25          6       13        19      25
           Common charges                                                           20           40             54       85         16       31        47      62
                                                     1
           Annex budgets and special Accounts                                       15           22             27       35         11       21        32      42
        Interest                                                                    52           82             99      155         37       74       111     148
           Domestic                                                                 12           28             38       87         15       29        44      58
           External                                                                 40           54             61       67         23       45        68      90
Capital expenditure                                                                 31           72            142      219         68      153       245     340
        Domestically financed                                                       27           68            112      131         32       72       116     161
        Externally financed                                                          4            4             30           87     36       81       129     179
                              2
Non-oil primary balance                                                           -160         -316           -530     -749       -200     -405      -606    -730
Basic primary balance                                                               -8           70            156      276         42      131       248     488
Basic non-oil primary balance3                                                    -156         -312           -506     -723       -173     -342      -505    -588
                                   4
  - excluding oil-related transfers                                               -133         -268           -441     -640       -159     -309      -451    -511
Primary balance                                                                    -12           67            132      250         15       69       147     346
"Overall balance, payment order basis                                                 0            0              0        0          0        0         0       0"
  Excluding grants                                                                 -64          -16             27       34        -31      -24         8     160
     Including grants                                                              -64          -16             33       95        -22       -5        36     198
"Overall balance, cash basis                                                        -64          -14             35       97        -22       -5        36     198"
""
Financing                                                                          -44           -1           -323      -95         57       21       -30    -421
  Foreign (net)                                                                    -11          -19           -175     -183       -153     -268      -478    -373
    Drawings                                                                        78          121            169      127         21       56       110     142
     Project loans                                                                   4            4             52      127         21       56       110     142
   COVID-19 Moratorium Loan                                                          0            0              0       89          0        0         0       0
"      Amortization Net (Paid) on principal, external                               -90         -140           -345     -399       -174     -324      -588    -515"
      Other foreign financing                                                        0            0              0        0          …        0         0       0
    Domestic (net)                                                                 -33           18           -147       88       210       289       449     -48
      Banking                                                                       40           53            -87      188       225       312       509     103
       Central Bank (net)                                                            0           44            -76     -195       104        88        72      55
         of which: Change in government deposits (- = an increase)                   0            0            -52     -228        -16      -33       -49     -65
                   Use of SDR Allocations                                            0            0              0       33         30       60        90     120
       Commercial banks (net)                                                       40            9            -11      384       121       224       437      48
      Nonbank financing                                                            -72          -35            -60     -100        -15      -23       -60    -151
          Of which: Repayment of domestic arrears                                  -17          -28            -61     -165        -20      -30       -80    -201
Financing gap (- = surplus)                                                        108           15            288           0     -35      -15        -6     223
Expected financing (excluding IMF)                                                   0            0              0           0       0        0         0      71
IMF-ECF                                                                              …            0              0           0      51      102       102     152
Residual                                                                           108           15            288           0     -86     -117      -108       0
Sources: Congolese authorities; and IMF staff estimates and projections.
1
    Includes net spending (i.e. spending minus revenues) associated with decentralized government entities.
2
    Revenue and grants excluding oil revenues minus total primary expenditures (excluding interest payments).
3
    Non oil revenue excluding grants minus total expenditures excluding interest payments and foreign-financed investment.
4
    Basic non-oil primary balance minus oil-related transfers.
""
""
""
""
                                                                                                                      INTERNATIONAL MONETARY FUND            29
