V1
REPUBLIC OF ARMENIA
""
""
"                               Table 3a. Armenia: Central Government Operations, 2017–25"
                                                                (In billions of Armenian drams)
""
                                                                         2017         2018          2019       2020         2021        2022         2023        2024       2025
                                                                          Act.         Act.          Act.                                 Proj.
""
"Total revenue and grants                                               1,182.0      1,341.7        1,565.5   1,517.8      1,653.8     1,878.5      2,066.4     2,262.9     2,472.5"
" Total revenue                                                         1,168.7      1,330.5        1,553.1   1,480.3      1,640.9     1,858.3      2,046.8     2,244.0     2,454.1"
"   Tax revenues 1/                                                     1,123.9      1,258.1        1,464.3   1,415.5      1,538.1     1,728.7      1,886.1     2,068.9     2,263.1"
     VAT                                                                 392.1        438.2          506.5     491.4        552.2       610.9        665.1       730.4       797.0
"     Profits, simplified and presumptive                                 113.6        170.4          234.0     223.1        188.4       225.9        245.0       275.7       310.6"
     Personal income tax                                                 341.3        356.6          440.8     373.4        377.4       392.5        405.5       441.5       481.7
     Customs duties                                                       72.6         80.2           95.1      65.5         90.9        98.0        106.3       115.8       126.4
     Other                                                               204.4        212.7          187.9     262.1        329.3       401.3        464.1       505.4       547.4
   Social contributions                                                   15.8         17.4           18.7      19.0         37.0        58.6         83.9        91.3        99.7
   Other revenue                                                          28.9         54.9           70.1      45.9         65.7        70.9         76.9        83.7        91.4
 Grants                                                                   13.3         11.2           12.4      37.4         12.9        20.2         19.6        19.0        18.4
""
"Total expenditure                                                      1,448.3      1,447.1        1,629.4   1,842.3      1,855.5     2,030.3      2,203.1     2,397.9     2,617.1"
" Expenses                                                              1,225.7      1,299.0        1,437.1   1,628.2      1,596.8     1,690.9      1,810.4     1,922.5     2,078.6"
   Wages                                                                 299.1        304.4          327.0     350.8        370.4       395.2        417.2       457.6       500.4
   Payments to individual pension accts.                                  13.0         29.0           49.4      49.4         50.5        43.0         34.2        34.9        36.0
   Subsidies                                                               1.5          4.3            4.4     117.1         43.8        45.7         52.8        29.4        23.4
   Interest                                                              119.8        139.0          157.6     168.1        190.5       205.0        209.6       210.2       211.3
   Social allowances and pensions                                        397.9        396.5          403.9     480.6        500.3       549.3        621.8       686.1       766.3
     Pensions/social security benefits                                   267.3        265.7          269.9     329.2        351.2       388.3        439.4       478.5       529.5
     Social assistance benefits                                          130.6        130.8          134.0     151.4        149.2       161.0        182.3       207.6       236.8
   Goods and services                                                    104.4        155.6          192.1     166.8        149.6       161.8        171.8       188.8       207.1
   Grants                                                                109.1        126.3          150.0     158.9        146.8       147.1        147.2       146.1       149.7
   Other expenditure 2/                                                  180.8        143.8          152.8     136.5        144.9       144.0        155.8       169.4       184.5
 Transactions in nonfinancial assets                                     222.6        148.1          192.3     214.0        258.6       339.4        392.7       475.4       538.5
   Acquisition of nonfinancial assets                                    223.5        152.0          193.0     214.0        258.6       339.4        392.7       475.4       538.5
   Disposals of nonfinancial assets                                        1.0          3.9            0.7       0.0          0.0         0.0          0.0         0.0         0.0
""
Overall balance (above-the-line)                                        -266.3       -105.4          -63.9    -324.5       -201.7      -151.8       -136.7      -135.0     -144.6
Statistical discrepancy                                                   -7.7          0.8           -8.4       0.0          0.0         0.0          0.0         0.0        0.0
Overall balance (below-the-line)                                        -274.0       -104.6          -72.4    -324.5       -201.7      -151.8       -136.7      -135.0     -144.6
""
Financing                                                                274.0        104.6           72.4     324.5        201.7       151.8        136.7       135.0      144.6
  Domestic financing                                                      86.5         69.4          -13.3     135.7        181.9        72.3         32.3        36.8       74.8
   Banking system                                                         80.4        109.8          -39.1     157.5         89.9         6.3        -32.9        22.3       45.3
     CBA                                                                  18.0         43.4          -96.5      57.9        -20.4       -37.5        -52.5         0.0        0.0
     Commercial Banks                                                     62.4         66.4           57.5      99.5        110.2        43.8         19.6        22.3       45.3
   Nonbanks                                                                6.1        -40.4           25.7     -21.8         92.0        66.0         65.2        14.5       29.5
     T-Bills/other                                                        -7.5        -13.5           41.5      98.5         71.6        28.5         12.7        14.5       29.5
     Promissory note/other                                               -94.1          0.0            0.0       0.0          0.0         0.0          0.0         0.0        0.0
     Net lending                                                         107.7        -26.9          -15.8    -120.2         20.4        37.5         52.5         0.0        0.0
 External financing                                                      187.5         35.2          85.7      -70.5         19.8        79.5        104.4        98.2       69.8
   Gross disbursement                                                    282.3        154.4         412.8      144.9        198.3       256.0        291.1       294.9      571.7
   Amortization due                                                      -47.9        -68.5        -270.0     -150.3       -111.8      -114.2       -119.1      -123.1     -421.6
   Net lending                                                           -46.8        -50.8         -57.1      -65.0        -66.7       -62.3        -67.6       -73.6      -80.3
 Other financing 3/                                                         0.0          0.0           0.0     259.2          0.0          0.0          0.0         0.0        0.0
Memorandum items:
" Nominal GDP (in billion of drams)                                     5,564.5      6,005.1        6,551.8   6,519.1      6,989.6     7,542.9      8,181.4     8,909.1     9,720.9"
 Program balance 4/                                                     -202.5       -155.7          -94.3    -494.8       -248.0      -176.7       -151.8      -208.6      -224.9
 Primary balance 5/                                                      -85.7        -44.1           20.7    -341.6        -57.5        28.3         57.8         1.6       -13.7
""
"Sources: Ministry of Finance, Central Bank of Armenia, and Fund staff estimates and projections."
"1/ From 2018, the temporary tax credits used to cover tax obligations are not included in total tax revenues and are also not netted out from individual tax categories."
2/ Includes acquisition of military equipment.
3/ Covid19 fiscal gap.
4/ The program balance is measured as below-the-line balance minus net lending.
"5/ Sum of overall balance (above the line), interest expense, and domestic and external net lending."
""
""
""
""
26     INTERNATIONAL MONETARY FUND
