V1
CENTRAL AFRICAN REPUBLIC
""
""
""
""
"     Table 2a. Central African Republic: Central Government Financial Operations, 2017–24"
                                          (CFAF billions)
                                                                       2017           2018                  2019            2020     2021     2022     2023      2024
                                                                       Est.     5th Rev.     Est.     5th Rev.   Proj.                         Proj.
""
     Revenue                                                           154.0       212.1     210.6       245.8     283.8     278.9    274.9    288.7    314.6     340.5
      Domestic revenue                                                  93.5       112.1     112.4       139.9     134.9     148.0    164.1    181.5    200.2     220.6
        Tax revenue                                                     84.6       102.2     102.2       113.0     111.0     122.3    136.4    151.7    168.0     185.9
         Taxes on profits and property                                  14.5        21.6      21.6        27.7      26.7      30.5     33.6     37.0     40.6      44.6
         Taxes on goods and services                                    40.7        51.6      51.6        57.1      56.6      58.2     65.3     72.7     80.8      89.8
           Of which : VAT                                               29.4        33.1      33.1        35.9      35.4      37.4     42.0     46.8     52.1      58.0
         Taxes on international trade                                   29.4        29.0      29.0        28.2      27.7      33.6     37.5     42.0     46.6      51.5
        Non-tax revenue                                                  8.9         9.9      10.2        26.9      23.9      25.8     27.7     29.9     32.2      34.6
      Grants                                                            60.6       100.0      98.2       105.9     148.9     130.9    110.8    107.1    114.4     120.0
        Program                                                         21.2        37.5      37.6        37.2      80.2      55.0     37.8     28.3     29.4      29.4
        Project                                                         39.4        62.5      60.6        68.7      68.7      75.9     73.0     78.9     85.0      90.5
""
     Expenditure 1                                                     166.8       203.7     205.9       236.7     248.8     269.5    280.3    300.7    322.9     348.6
     Primary Spending                                                  118.1       129.4     134.4       156.2     168.3     181.8    195.7    210.4    226.7     244.5
      Current primary expenditure                                      109.2       116.1     124.6       133.8     142.2     155.9    167.9    180.2    194.2     209.1
        Wages and salaries                                              57.0        60.6      61.3        63.5      63.5      70.2     75.6     81.3     87.5      94.2
        Transfers and subsidies                                         24.5        27.5      27.5        35.2      38.9      42.4     44.1     47.5     51.2      55.1
        Goods and services                                              27.7        28.0      35.8        35.1      39.8      43.2     48.1     51.4     55.6      59.8
""
         Interest                                                         3.8        4.2        5.1        4.3        4.3      4.3      4.1      4.0       3.7       3.5
           External                                                       2.1        2.3        2.6        2.4        1.7      1.7      1.7      1.7       1.6       1.7
           Domestic                                                       1.7        1.9        2.5        1.9        2.7      2.5      2.4      2.3       2.1       1.9
""
         Capital expenditure                                             53.8       83.3      76.2        98.7     102.3     109.3    108.3    116.5    124.9     136.0
          Domestically financed                                           9.0       13.3       9.8        22.5      26.1      25.9     27.8     30.2     32.4      35.4
          Externally financed                                            44.9       70.0      66.4        76.2      76.2      83.4     80.5     86.4     92.5     100.5
""
     Overall balance
      Excluding grants                                                  -73.3      -91.6     -93.5       -96.8     -113.9   -121.4   -116.2   -119.2    -122.7    -128.0
