V1
                                                                                                                                                                                                                      MALI
""
""
""
"                                 Table 6b. Mali: Consolidated Fiscal Transactions of the Government, 2017–24"
                                                                (Percent of GDP)
                                                            2017       2018                         2019                                        2020                           2021         2022         2023          2024
                                                                                    Proposed
                                                                                                                                Proposed
                                                                Estimates             Suppl.       Prog.
                                                                                                        1
                                                                                                                  Rev. Prog.                    Prog.
                                                                                                                                                       1
                                                                                                                                                                 Rev. Prog.                   Projections
                                                                                                                                Budget Law
                                                                                     Budget
Revenue and grants                                              20.1         15.6          22.7         22.2            21.9             22.4           19.9           22.9       22.7         23.0          23.2        23.4
    Total revenue                                               18.4         14.3          20.4         19.9            19.5             20.3           17.9           20.5       20.7         20.9          21.2        21.4
      Budgetary revenue                                         16.6         12.5          16.5         16.0            15.6             16.6           16.7           16.8       17.0         17.3          17.5        17.8
       Tax revenue                                              15.2         11.9          15.0         14.5            14.6             15.8           15.8           15.5       15.7         15.9          16.1        16.3
         Direct taxes                                            4.7          3.6           4.4             4.4           4.4             4.9              4.8           4.8          4.9          5.1          5.2         5.3
         Indirect taxes                                         10.5          8.3          10.5         10.1            10.2             10.9           11.0           10.7       10.7         10.9          10.9        11.0
             VAT                                                 5.9          4.4           6.0             5.7           5.9             6.2              6.2           6.1          6.1          6.2          6.3         6.3
             Excises on petroleum products                       0.9          0.9           0.6             0.7           0.7             0.6              0.8           0.6          0.6          0.5          0.5         0.5
             Import duties                                       2.0          1.6           2.1             1.6           1.6             2.3              1.7           1.9          1.9          1.9          1.9         1.9
             Other indirect taxes                                2.6          2.1           2.5             2.8           2.6             2.6              3.0           2.9          2.9          2.9          2.9         3.0
             Tax refund                                         -1.0         -0.7          -0.7            -0.7          -0.7            -0.7           -0.7            -0.7      -0.7          -0.7         -0.7        -0.7
       Nontax revenue                                            1.4          0.6           1.5             1.5           1.0             0.9              0.9           1.3          1.3          1.4          1.4         1.4
      Special funds and annexed budgets                          1.9          1.9           3.9             3.9           3.9             3.6              1.2           3.6          3.6          3.6          3.6         3.6
""
    Grants                                                       1.6          1.2           2.3             2.3           2.4             2.2              2.0           2.4          2.0          2.0          2.1         2.0
        Projects grants                                          0.9          0.7           1.4             1.4           1.4             1.4              1.4           1.4          1.0          1.0          1.1         1.0
        Budgetary support                                        0.7          0.5           0.9             0.9           0.9             0.7              0.6           1.0          1.0          1.0          1.0         1.0
             Of which: General                                   0.5          0.4           0.7             0.7           0.8             0.6              0.5           0.9          0.9          0.9          0.9         0.9
             Of which: Sectoral                                  0.2          0.1           0.1             0.1           0.1             0.1              0.1           0.1          0.1          0.1          0.1         0.1
""
Total expenditure and net lending2                              22.9         20.3          25.2         25.2            24.8             25.4           22.9           26.4       25.9         26.0          26.2        26.4
      Budgetary expenditure                                     21.2         18.5          21.4         21.4            21.0             21.8           21.8           22.8       22.3         22.3          22.6        22.8
       Current expenditure                                      12.4         12.0          13.3         13.3            12.9             13.1           13.1           13.5       13.5         13.6          13.6        13.6
         Wages and salaries                                      4.8          5.0           5.8             5.8           5.6             5.8              5.8           5.8          5.8          5.8          5.8         5.8
         Goods and services                                      3.3          2.9           3.1             3.1           2.9             3.3              3.3           3.3          3.3          3.3          3.3         3.3
         Transfers and subsidies                                 3.4          3.3           3.3             3.4           3.3             2.9              2.9           3.3          3.3          3.3          3.3         3.3
         Interest                                                0.8          0.9           1.0             1.0           1.0             1.1              1.1           1.1          1.1          1.1          1.2         1.2
""
       Capital expenditure                                       8.8          6.5           8.1             8.1           8.1             8.7              8.7           9.3          8.8          8.7          9.0         9.1
         Externally financed                                     2.8          1.5           2.4             2.4           2.4             3.3              3.3           3.3          2.9          2.9          2.9         2.9
         Domestically financed                                   6.0          4.9           5.7             5.7           5.7             5.4              5.4           6.0          5.9          5.8          6.0         6.3
""
      Special funds and annexed budgets                          1.9          1.9           3.9             3.9           3.9             3.6              1.2           3.6          3.6          3.6          3.6         3.6
      Net lending                                               -0.1         -0.1          -0.1            -0.1          -0.1            -0.1           -0.1            -0.1          0.0          0.0          0.0         0.0
""
Overall fiscal balance (excl. grants)                           -4.5         -6.0          -4.8            -5.3          -5.3            -5.2           -5.1            -5.9      -5.3          -5.0         -5.1        -5.0
Overall fiscal balance (incl. grants)                           -2.9         -4.7          -2.5            -3.0          -2.9            -3.0           -3.0            -3.5      -3.3          -3.0         -3.0        -3.0
""
Adjustment to cash basis                                         0.3          0.9          -0.7            -0.7          -0.7            -0.1           -0.2            -0.1          0.1          0.1          0.1         0.1
"Overall balance (cash basis, incl. grants)                      -2.6         -3.9          -3.2            -3.7          -3.6            -3.1           -3.2            -3.6      -3.2          -2.9         -2.9        -2.9"
""
Financing                                                        2.6          3.9           3.2             3.7           3.6             3.1              3.2           3.6          3.2          2.9          2.9         2.9
External financing (net)                                         1.7          0.5           2.5             2.5           2.8             1.0              1.0           1.2          1.4          1.4          1.3         1.3
      Loans                                                      2.3          1.0           3.3             3.3           3.6             2.0              2.0           2.3          2.2          2.2          2.2         2.1
         Project loans                                           1.8          0.8           0.9             0.9           0.9             1.8              1.8           1.8          1.8          1.8          1.8         1.8
         Budgetary loans                                         0.6          0.2           2.4             2.4           2.7             0.3              0.3           0.5          0.4          0.4          0.4         0.3
      Amortization                                              -0.8         -0.8          -1.0            -1.0          -1.0            -1.1           -1.1            -1.1      -0.8          -0.8         -0.9        -0.9
      Debt relief                                                0.2          0.2           0.2             0.2           0.2             0.1              0.1           0.1          0.1          0.0          0.0         0.0
      Variation of External Arrears (Principal)                  0.0          0.0           0.0             0.0           0.0             0.0              0.0           0.0          0.0          0.0          0.0         0.0
""
Domestic financing (net)                                         0.9          3.4           0.7             1.2           0.8             2.1              2.2           2.4          1.7          1.5          1.6         1.7
    Banking system                                               1.8          1.9           0.4             0.9           1.4             1.9              2.4           1.3          1.5          1.3          1.4         1.4
      Central bank                                               0.6          0.4           0.0             0.0          -0.2             0.1              0.2           0.6          0.2          0.1       -0.2        -0.2
         Of which: IMF (net)                                     0.1          0.6           0.0             0.0          -0.1             0.2              0.2           0.2          0.2          0.1       -0.2        -0.2
      Commercial banks                                           0.3          2.2           0.4             0.8           1.7             1.8              2.2           0.6          1.4          1.2          1.6         1.6
      Adjustment3                                               -0.7          0.7           0.0             0.0           0.1             0.0              0.0           0.0          0.0          0.0          0.0         0.0
    Privatization receipts                                      -0.1         -0.1           0.3             0.3          -0.2            -0.2           -0.2             0.3          0.0          0.0          0.0         0.0
    Other financing                                             -0.8          1.6           0.0             0.1          -0.4             0.3              0.0           0.9          0.2          0.2          0.2         0.2
Financing gap                                                    0.0          0.0           0.0             0.0           0.0             0.0              0.0           0.0          0.0          0.0          0.0         0.0
""
Memorandum items:
    Nominal GDP (CFAF billions)                                8922         9482         10214        10199           10214          10917         10905             10917      11732        12602          13537       14541
    Priority social spending (CFAF billions)                  443.9         351.0        506.0         506.0           505.8               …                …         575.0      600.0        644.5         692.3       743.6
Sources: Ministry of Finance; and IMF staff estimates and projections.
1
"    IMF Country Report No. 19/289, Mali : Request for Three-Year Arrangement Under the Extended Credit Facility"
2
    Commitment basis
3
    Adjustment to account for the difference between the definitions of the government in the fiscal table and the monetary situation.
""
""
""
""
                                                                                                                                                 INTERNATIONAL MONETARY FUND                                           29
