V1
ZAMBIA
""
""
""
" Table 3b. Fiscal Operations of the Budgetary Central Government, 2018–25 (Percent of GDP)"
                                                                                                     2018     2019      2020      2021         2022               2023        2024        2025
                                                                                                                                          Budget        Proj.             Projections
     Revenue                                                                                         19.4      20.4      20.3      23.3      21.6       21.4       22.3        22.7        22.8
           Revenue excluding grants                                                                  19.2      20.1      19.8      22.7      21.2       21.0       21.9        22.3        22.5
           Revenue excluding grants adjusted by the backlog of VAT refunds                           17.9      19.6      19.3      22.3       n.a.      21.4       22.3        22.7        22.8
               Tax                                                                                   16.1      16.1      15.7      16.8      16.7       16.7       17.6        17.9        18.1
                     Taxes on incomes                                                                 5.2       5.4       6.0       5.4       5.6        5.5        5.5         5.5         5.4
                     Taxes on profits                                                                 2.2       2.5       2.9       4.5       3.5        4.6        4.0         4.1         4.2
                          Mining                                                                      0.9       1.1       1.6       3.0       2.3        3.1        2.6         2.7         2.7
                          Non-mining                                                                  1.3       1.4       1.3       1.5       1.2        1.5        1.4         1.4         1.5
                     Value-added tax                                                                  6.3       5.6       4.4       4.6       4.9        4.1        5.4         5.6         5.7
                     Excise taxes                                                                     1.2       1.3       1.4       1.0       1.3        1.1        1.3         1.3         1.4
                     Taxes on international trade                                                     1.1       1.3       1.1       1.2       1.4        1.3        1.4         1.3         1.3
                                                             1
"               Other revenue, including mineral royalties                                             3.1       4.0       4.1       6.0       4.5        4.3        4.3         4.4         4.4"
                     Of which: Mineral royalties                                                      1.4       1.4       1.6       2.9       2.8        2.6        2.6         2.7         2.7
           Grants                                                                                     0.2       0.3       0.5       0.6       0.4        0.4        0.3         0.3         0.3
""
""
     Expenditure                                                                                     27.7      29.8      34.1      31.8      28.3       30.8       29.4        28.9        27.7
           Expense                                                                                   19.1      20.4      26.3      27.7      25.2       27.7       26.5        25.9        24.6
               Compensation of employees                                                              7.9       7.6       8.1       7.5       8.1        8.0        8.7         8.9         8.6
               Use of goods and services                                                              2.9       1.5       3.1       3.6       2.3        3.3        3.3         3.3         3.4
               Interest                                                                               4.8       6.9       5.9       6.3       8.1        7.6        7.1         6.9         6.2
                     Domestic                                                                         2.7       3.9       4.4       5.9       5.9        5.9        5.6         5.8         5.3
                     Foreign                                                                          2.0       3.0       1.6       0.5       2.2        1.7        1.4         1.2         1.0
               Subsidies                                                                              1.1       2.4       5.5       5.7       1.8        3.8        2.5         2.0         1.6
                     Of which: Agricultural (FISP and FRA)                                            1.1       2.0       3.5       2.8       1.4        2.7        2.2         1.8         1.3
                     Of which: Energy (fuel and electricity)                                          0.0       0.5       1.5       2.5       0.4        1.0        0.2         0.2         0.2
               Intergovernmental transfers                                                            2.0       1.8       2.3       2.1       2.8        2.8        2.6         2.5         2.5
               Social protection                                                                      0.4       0.1       0.7       1.3       1.3        1.3        1.4         1.5         1.6
               Other                                                                                  0.0       0.0       0.7       1.2       0.7        1.0        0.9         0.8         0.8
           Net acquisition of nonfinancial assets                                                     8.6       9.4       7.8       4.1       3.1        3.0        3.0         3.0         3.1
               Of which: Domestically-financed                                                        1.9       1.0       1.5       2.2       1.3        1.6        1.8         1.7         2.2
               Of which: Foreign-financed                                                             6.7       8.4       6.3       1.9       1.8        1.4        1.2         1.2         0.9
""
""
"     Net lending/borrowing (overall balance, cash basis)                                             -8.3      -9.4     -13.8      -8.5      -6.7       -9.4       -7.1        -6.3        -4.9"
     Primary balance (cash basis)                                                                    -3.5      -2.5      -7.8      -2.1       1.4       -1.8        0.0         0.7         1.4
""
""
     Expenditure arrears (- payments)                                                                 2.1       3.9       1.8       3.4       n.a.      -2.0       -1.8        -1.6        -1.5
     Backlog of VAT refunds (flow)                                                                    1.3       0.5       0.5       0.5       n.a.      -0.4       -0.4        -0.3        -0.3
     Arrears on external interest (flow)                                                              0.0       0.0       1.3       2.1       n.a.       0.0        0.0         0.0         0.0
""
                                                 2
"     Overall balance, (commitment basis)                                                         -11.7        -13.9     -17.4     -14.5       n.a.      -6.9       -4.9        -4.3        -3.1"
                                                 2
     Primary balance (commitment basis)                                                              -6.9      -6.9     -10.1      -6.0       n.a.       0.7        2.2         2.7         3.2
""
""
     Financing                                                                                        8.3       9.4      13.8       8.5       6.7        9.4        7.1         6.3         4.9
           Net acquisition of financial assets                                                       -0.8       0.1       0.2       0.6       0.0        0.0        0.0         0.0         0.0
               Domestic                                                                              -0.8       0.1       0.2       0.6       0.0        0.0        0.0         0.0         0.0
               Foreign                                                                                0.0       0.0       0.0       0.0       0.0        0.0        0.0         0.0         0.0
           Net incurrence of liabilities                                                              7.7       9.6      14.2       9.2      -1.7       -1.0        0.5        -2.8        -1.3
               Domestic                                                                               2.9       3.5       9.6       7.9       5.2        2.3        2.4         2.5         3.1
               Foreign                                                                                4.8       6.1       4.7       1.3      -6.9       -3.3       -1.9        -5.3        -4.3
                     Loans                                                                            4.8       6.1       4.7       1.3      -6.9       -3.3       -1.9        -5.3        -4.3
