V1
REPUBLIC OF CONGO
""
""
""
"                          Table 2c. Republic of Congo: Central Government Operations, 2017–24"
                                                     (Percent of GDP)
                                                                                            (Percent of GDP)
                                                                                    2017        2018             2019                    2020         2021           2022     2023       2024
                                                                                                             IMF CR
                                                                                                Prel.                        Proj.                             Projections
                                                                                                             19/244
""
     Total revenue and grants                                                        27.9       29.2            31.4         31.9         31.8         32.7          34.3     34.8        35.2
       Revenue                                                                       27.3       29.1            30.9         31.5         31.3         32.3          33.7     34.2        34.6
         Oil revenue                                                                 13.1       19.9            19.2         20.5         18.4         17.9          17.3     16.5        15.9
              of which: repayment of oil-prepurchased debt                            2.4        3.5             5.4          4.7          5.4          5.2           5.3      5.2         5.1
         Non-oil revenue                                                             14.2        9.2            11.7         11.0         12.9         14.4          16.4     17.7        18.7
           Direct taxes                                                               6.2        3.9             5.0          4.7          5.2          6.1           6.9      7.4         7.8
           Taxes on goods and services                                                5.7        3.6             4.8          4.4          5.4          5.7           6.5      6.9         7.3
           Customs Receipts                                                           2.1        1.5             1.7          1.7          2.0          2.2           2.6      2.9         3.1
           Non-tax revenue                                                            0.2        0.2             0.3          0.3          0.4          0.4           0.4      0.5         0.5
       Grants                                                                         0.6        0.1             0.4          0.4          0.4          0.4           0.5      0.6         0.5
     Expenditure and net lending                                                     35.2       22.6            23.8         23.1         23.4         24.7          26.0     27.1        27.8
       Current expenditure                                                           25.1       20.4            19.4         18.9         18.6         18.9          19.7     20.5        21.0
         Wages                                                                        7.5        5.6             5.7          5.7          5.8          6.0           6.4      6.9         7.2
         Other primary current expenditure                                           15.1       12.2            11.4         11.0         11.3         11.5          12.1     12.7        13.0
           Goods and services                                                         4.2        2.7             2.9          2.9          2.9          3.0           3.2      3.4         3.4
           Transfers                                                                  9.4        8.9             8.0          7.6          7.7          7.8           8.1      8.5         8.8
            Social Transfers (Lisungi and others)                                      ……         …              0.8          0.8          0.9          1.1           1.1      1.2         1.1
